Batch,Site,Latitude,Longitude,Subregion,Zone,fHabitat,Habitat,SiteComments,Team,TransectNum,Date,EndDepth,Surveyor,shared,Buddy,TransectComments,Species,Width,Height,Bleaching,OldMortality,RecentMortality,OtherRecentMortality,DiseaseRecentMoratlity,TLRate,dCondition,oCondition
2023B,Y1371,24.54814,-81.579868,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/16/2023,15,SYGA,0,,,PAST,12,2,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1371,24.54814,-81.579868,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/16/2023,15,SYGA,0,,,SINT,22,10,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1371,24.54814,-81.579868,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/16/2023,15,SYGA,0,,,SSID,12,5,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1371,24.54814,-81.579868,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/16/2023,15,SYGA,0,,,SSID,12,5,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1371,24.54814,-81.579868,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/16/2023,15,SYGA,0,,,SSID,8,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1371,24.54814,-81.579868,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/16/2023,15,SYGA,0,,,PAST,12,5,Totally Bleached,0,50,50,0,NULL,NULL,TRS
2023B,Y1371,24.54814,-81.579868,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/16/2023,15,SYGA,0,,,PPOR,10,8,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1371,24.54814,-81.579868,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/16/2023,15,SYGA,0,,,MCAV,38,12,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1371,24.54814,-81.579868,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/16/2023,15,SYGA,0,,,SSID,12,2,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1371,24.54814,-81.579868,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/16/2023,15,SYGA,0,,,SINT,22,15,Pale,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,18,3,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,12,3,Partly Bleached,5,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,10,3,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,18,7,Totally Bleached,0,5,5,0,NULL,NULL,TRS
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,10,4,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,13,5,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SRAD,6,1,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SINT,7,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,7,2,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,12,8,Totally Bleached,75,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,17,6,Totally Bleached,5,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SINT,22,7,Partly Bleached,20,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,18,7,Totally Bleached,25,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PFUR,18,6,Totally Bleached,75,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SINT,15,7,Pale,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SINT,18,5,Pale,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SINT,10,3,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,10,3,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,10,4,Not Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,11,5,Totally Bleached,80,5,5,0,NULL,NULL,TRS
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,6,3,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,11,4,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,10,2,Totally Bleached,0,85,85,0,NULL,NULL,TRS
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,12,4,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,18,5,Totally Bleached,0,50,50,0,NULL,NULL,TRS
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,19,5,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,20,6,Totally Bleached,15,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,18,3,Partly Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,16,3,Partly Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SINT,19,5,Pale,5,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SINT,10,3,Not Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,MCAV,80,50,Totally Bleached,40,0,0,10,FA,BB/RB,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,20,6,Totally Bleached,0,5,5,0,NULL,NULL,TRS
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,8,4,Totally Bleached,0,20,20,0,NULL,NULL,TRS
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,10,4,Totally Bleached,0,20,20,0,NULL,NULL,TRS
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,22,7,Totally Bleached,0,15,15,0,NULL,NULL,TRS
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,18,7,Totally Bleached,5,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,21,3,Totally Bleached,5,10,10,0,NULL,NULL,TRS
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,19,6,Totally Bleached,75,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,20,6,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,7,3,Pale,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,8,3,Pale,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SSID,16,7,Totally Bleached,15,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,MCAV,95,50,Totally Bleached,40,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,10,5,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,MCAV,22,11,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,12,4,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,10,3,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SINT,10,5,Not Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,10,2,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,PAST,8,2,Totally Bleached,5,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SINT,13,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,SINT,12,8,Pale,25,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,20,COWA,0,,,AAGA,10,4,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SSID,48,34,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,PAST,12,3,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,PAST,10,4,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SINT,5,2,Partly Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SSID,32,46,Totally Bleached,75,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,PAST,12,3,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,MCAV,65,38,Totally Bleached,25,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,PAST,5,2,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,PAST,12,5,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SSID,12,1,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SINT,12,1,Partly Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SSID,42,22,Totally Bleached,80,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SINT,10,2,Pale,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,PAST,18,8,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SSID,15,6,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,PAST,8,3,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SINT,12,2,Pale,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SSID,10,4,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,PAST,8,4,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SINT,5,2,Pale,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SINT,5,1,Not Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,PAST,8,3,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,PAST,10,2,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SINT,5,3,Pale,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SSID,10,5,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1372,24.547907,-81.532872,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,8/9/2023,20,SYGA,0,,,SSID,10,2,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SINT,31,7,Pale,15,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,18,7,Totally Bleached,55,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,12,4,Partly Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,21,7,Totally Bleached,40,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,11,4,Totally Bleached,20,0,0,0,NULL,NULL,CLN
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SINT,22,10,Pale,10,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SINT,22,8,Not Bleached,25,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SINT,12,3,Pale,0,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SRAD,7,1,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,8,3,Partly Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,16,8,Totally Bleached,5,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,13,7,Partly Bleached,5,5,5,0,NULL,NULL,ABR
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,12,4,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,12,4,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,14,5,Totally Bleached,5,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SINT,12,3,Not Bleached,0,0,0,0,NULL,NULL,CLN
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,12,7,Partly Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,PAST,12,4,Totally Bleached,15,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,MCAV,9,3,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SINT,25,5,Pale,10,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SINT,17,4,Not Bleached,25,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,12,4,Totally Bleached,5,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SINT,31,12,Totally Bleached,20,20,20,0,NULL,NULL,TRS
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,7,2,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,18,7,Totally Bleached,5,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,OFAV,105,22,Totally Bleached,15,0,0,0,NULL,NULL,CLN
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,MCAV,7,3,Totally Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,30,15,Totally Bleached,25,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,27,12,Totally Bleached,10,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,22,7,Totally Bleached,5,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,10,3,Totally Bleached,5,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SINT,12,3,Partly Bleached,0,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,MCAV,27,10,Totally Bleached,75,0,0,0,NULL,NULL,NULL
2023B,Y1373,24.547201,-81.573434,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,8/9/2023,18,COWA,0,,,SSID,12,4,Partly Bleached,0,0,0,0,NULL,NULL,NULL
